Game,Date,Competition,Home team,Result,Away team,Lineup,Minutes,Goals,Assists,Cards,Jersey
512,16-06-2014,World Cup 2014,Argentina,2-1,Bosnia-Herzegovina,Starter,90,1,0,0,10
511,07-06-2014,International friendly,Argentina,2-0,Slovenia,Substitute,34,1,0,0,10
510,05-06-2014,International friendly,Argentina,3-0,Trinidad & Tobago,Starter,90,0,0,0,10
509,17-05-2014,La Liga,FC Barcelona,1-1,Atlético Madrid,Starter,90,0,1,1,10
508,11-05-2014,La Liga,Elche,0-0,FC Barcelona,Starter,90,0,0,0,10
507,03-05-2014,La Liga,FC Barcelona,2-2,Getafe,Starter,90,1,0,0,10
506,27-04-2014,La Liga,Villarreal,2-3,FC Barcelona,Starter,90,1,0,0,10
505,20-04-2014,La Liga,FC Barcelona,2-1,Athletic de Bilbao,Starter,90,1,0,0,10
504,16-04-2014,Copa del Rey,FC Barcelona,1-2,Real Madrid,Starter,90,0,0,0,10
503,12-04-2014,La Liga,Granada,1-0,FC Barcelona,Starter,90,0,0,1,10
502,09-04-2014,UEFA Champions League,Atlético Madrid,1-0,FC Barcelona,Starter,90,0,0,0,10
501,05-04-2014,La Liga,FC Barcelona,3-1,Real Betis,Starter,90,2,0,0,10
500,01-04-2014,UEFA Champions League,FC Barcelona,1-1,Atlético Madrid,Starter,90,0,0,0,10
499,29-03-2014,La Liga,Espanyol,0-1,FC Barcelona,Starter,90,1,0,0,10
498,26-03-2014,La Liga,FC Barcelona,3-0,Celta de Vigo,Starter,90,1,0,0,10
497,23-03-2014,La Liga,Real Madrid,3-4,FC Barcelona,Starter,90,3,1,0,10
496,16-03-2014,La Liga,FC Barcelona,7-0,Osasuna,Starter,90,3,1,0,10
495,12-03-2014,UEFA Champions League,FC Barcelona,2-1,Manchester City,Starter,90,1,0,0,10
494,08-03-2014,La Liga,Real Valladolid,1-0,FC Barcelona,Starter,90,0,0,0,10
493,05-03-2014,International friendly,Romania,0-0,Argentina,Starter,90,0,0,0,10
492,02-03-2014,La Liga,FC Barcelona,4-1,UD Almería,Starter,90,1,0,0,10
491,22-02-2014,La Liga,Real Sociedad,3-1,FC Barcelona,Starter,90,1,0,0,10
490,18-02-2014,UEFA Champions League,Manchester City,0-2,FC Barcelona,Starter,90,1,0,0,10
489,15-02-2014,La Liga,FC Barcelona,6-0,Rayo Vallecano,Starter,73,2,1,0,10
488,12-02-2014,Copa del Rey,Real Sociedad,1-1,FC Barcelona,Starter,90,1,0,0,10
487,09-02-2014,La Liga,Sevilla,1-4,FC Barcelona,Starter,90,2,1,0,10
486,05-02-2014,Copa del Rey,FC Barcelona,2-0,Real Sociedad,Starter,90,0,0,1,10
485,01-02-2014,La Liga,FC Barcelona,2-3,Valencia,Starter,90,1,1,0,10
484,26-01-2014,La Liga,FC Barcelona,3-0,Málaga,Starter,90,0,1,0,10
483,22-01-2014,Copa del Rey,Levante,1-4,FC Barcelona,Starter,90,0,3,0,10
482,19-01-2014,La Liga,Levante,1-1,FC Barcelona,Starter,90,0,0,0,10
481,16-01-2014,Copa del Rey,Getafe,0-2,FC Barcelona,Starter,90,2,0,0,10
480,11-01-2014,La Liga,Atlético Madrid,0-0,FC Barcelona,Substitute,45,0,0,0,10
479,08-01-2014,Copa del Rey,FC Barcelona,4-0,Getafe,Substitute,27,2,0,0,10
478,10-11-2013,La Liga,Real Betis,1-4,FC Barcelona,Starter,20,0,0,0,10
477,06-11-2013,UEFA Champions League,FC Barcelona,3-1,AC Milan,Starter,90,2,0,0,10
476,01-11-2013,La Liga,FC Barcelona,1-0,Espanyol,Starter,90,0,0,0,10
475,29-10-2013,La Liga,Celta de Vigo,0-3,FC Barcelona,Starter,90,0,1,0,10
474,26-10-2013,La Liga,FC Barcelona,2-1,Real Madrid,Starter,90,0,0,0,10
473,22-10-2013,UEFA Champions League,AC Milan,1-1,FC Barcelona,Starter,90,1,0,0,10
472,19-10-2013,La Liga,Osasuna,0-0,FC Barcelona,Substitute,23,0,0,0,10
471,28-09-2013,La Liga,UD Almería,0-2,FC Barcelona,Starter,28,1,0,0,10
470,24-09-2013,La Liga,FC Barcelona,4-1,Real Sociedad,Starter,80,1,1,0,10
469,21-09-2013,La Liga,Rayo Vallecano,0-4,FC Barcelona,Starter,90,0,1,0,10
468,18-09-2013,UEFA Champions League,FC Barcelona,4-0,Ajax,Starter,90,3,0,0,10
467,14-09-2013,La Liga,FC Barcelona,3-2,Sevilla,Starter,90,1,0,0,10
466,11-09-2013,World Cup 2014 Qualification,Paraguay,2-5,Argentina,Starter,90,2,1,0,10
465,01-09-2013,La Liga,Valencia,2-3,FC Barcelona,Starter,90,3,0,0,10
464,28-08-2013,Spanish Super Cup,FC Barcelona,0-0,Atlético Madrid,Starter,90,0,0,0,10
463,21-08-2013,Spanish Super Cup,Atlético Madrid,1-1,FC Barcelona,Starter,45,0,0,0,10
462,18-08-2013,La Liga,FC Barcelona,7-0,Levante,Starter,70,2,1,0,10
461,15-06-2013,International friendly,Guatemala,0-4,Argentina,Starter,67,3,1,0,10
460,11-06-2013,World Cup 2014 Qualification,Ecuador,1-1,Argentina,Substitute,31,0,0,0,10
459,08-06-2013,World Cup 2014 Qualification,Argentina,0-0,Colombia,Substitute,34,0,0,0,10
458,12-05-2013,La Liga,Atlético Madrid,1-2,FC Barcelona,Starter,70,0,0,0,10
457,05-05-2013,La Liga,FC Barcelona,4-2,Real Betis,Substitute,35,2,0,0,10
456,27-04-2013,La Liga,Athletic de Bilbao,2-2,FC Barcelona,Substitute,32,1,1,0,10
455,23-04-2013,UEFA Champions League,Bayern München,4-0,FC Barcelona,Starter,90,0,0,0,10
454,10-04-2013,UEFA Champions League,FC Barcelona,1-1,Paris Saint-Germain,Substitute,29,0,0,0,10
453,02-04-2013,UEFA Champions League,Paris Saint-Germain,2-2,FC Barcelona,Starter,45,1,0,0,10
452,30-03-2013,La Liga,Celta de Vigo,2-2,FC Barcelona,Starter,90,1,1,0,10
451,26-03-2013,World Cup 2014 Qualification,Bolivia,1-1,Argentina,Starter,90,0,0,0,10
450,23-03-2013,World Cup 2014 Qualification,Argentina,3-0,Venezuela,Starter,90,1,2,0,10
449,17-03-2013,La Liga,FC Barcelona,3-1,Rayo Vallecano,Starter,90,2,1,0,10
448,12-03-2013,UEFA Champions League,FC Barcelona,4-0,AC Milan,Starter,90,2,0,0,10
447,09-03-2013,La Liga,FC Barcelona,2-0,Deportivo La Coruña,Substitute,29,1,0,0,10
446,02-03-2013,La Liga,Real Madrid,2-1,FC Barcelona,Starter,90,1,0,0,10
445,26-02-2013,Copa del Rey,FC Barcelona,1-3,Real Madrid,Starter,90,0,0,0,10
444,23-02-2013,La Liga,FC Barcelona,2-1,Sevilla,Starter,90,1,0,0,10
443,20-02-2013,UEFA Champions League,AC Milan,2-0,FC Barcelona,Starter,90,0,0,0,10
442,16-02-2013,La Liga,Granada,1-2,FC Barcelona,Starter,90,2,0,0,10
441,10-02-2013,La Liga,FC Barcelona,6-1,Getafe,Starter,90,1,1,0,10
440,06-02-2013,International friendly,Sweden,2-3,Argentina,Starter,90,0,0,0,10
439,03-02-2013,La Liga,Valencia,1-1,FC Barcelona,Starter,90,1,0,0,10
438,30-01-2013,Copa del Rey,Real Madrid,1-1,FC Barcelona,Starter,90,0,1,0,10
437,27-01-2013,La Liga,FC Barcelona,5-1,Osasuna,Starter,90,4,0,0,10
436,24-01-2013,Copa del Rey,Málaga,2-4,FC Barcelona,Starter,81,1,0,0,10
435,19-01-2013,La Liga,Real Sociedad,3-2,FC Barcelona,Starter,90,1,0,0,10
434,16-01-2013,Copa del Rey,FC Barcelona,2-2,Málaga,Starter,90,1,0,1,10
433,13-01-2013,La Liga,Málaga,1-3,FC Barcelona,Starter,90,1,2,0,10
432,06-01-2013,La Liga,FC Barcelona,4-0,Espanyol,Starter,90,1,1,0,10
431,22-12-2012,La Liga,Real Valladolid,1-3,FC Barcelona,Starter,90,1,0,0,10
430,16-12-2012,La Liga,FC Barcelona,4-1,Atlético Madrid,Starter,90,2,0,0,10
429,12-12-2012,Copa del Rey,Córdoba,0-2,FC Barcelona,Starter,90,2,0,0,10
428,09-12-2012,La Liga,Real Betis,1-2,FC Barcelona,Starter,90,2,0,0,10
427,05-12-2012,UEFA Champions League,FC Barcelona,0-0,Benfica,Substitute,28,0,0,0,10
426,01-12-2012,La Liga,FC Barcelona,5-1,Athletic de Bilbao,Starter,90,2,0,0,10
425,25-11-2012,La Liga,Levante,0-4,FC Barcelona,Starter,90,2,0,0,10
424,20-11-2012,UEFA Champions League,Spartak Moscow,0-3,FC Barcelona,Starter,90,2,0,0,10
423,17-11-2012,La Liga,FC Barcelona,3-1,Real Zaragoza,Starter,90,2,1,0,10
422,14-11-2012,International friendly,Saudi Arabia,0-0,Argentina,Starter,90,0,0,0,10
421,11-11-2012,La Liga,Real Mallorca,2-4,FC Barcelona,Starter,90,2,0,0,10
420,07-11-2012,UEFA Champions League,Celtic,2-1,FC Barcelona,Starter,90,1,0,0,10
419,03-11-2012,La Liga,FC Barcelona,3-1,Celta de Vigo,Starter,90,0,0,0,10
418,27-10-2012,La Liga,Rayo Vallecano,0-5,FC Barcelona,Starter,90,2,0,0,10
417,23-10-2012,UEFA Champions League,FC Barcelona,2-1,Celtic,Starter,90,0,0,0,10
416,20-10-2012,La Liga,Deportivo La Coruña,4-5,FC Barcelona,Starter,90,3,1,1,10
415,17-10-2012,World Cup 2014 Qualification,Chile,1-2,Argentina,Starter,90,1,0,0,10
414,13-10-2012,World Cup 2014 Qualification,Argentina,3-0,Uruguay,Starter,90,2,0,0,10
413,07-10-2012,La Liga,FC Barcelona,2-2,Real Madrid,Starter,90,2,0,0,10
412,02-10-2012,UEFA Champions League,Benfica,0-2,FC Barcelona,Starter,90,0,2,0,10
411,29-09-2012,La Liga,Sevilla,2-3,FC Barcelona,Starter,90,0,2,0,10
410,22-09-2012,La Liga,FC Barcelona,2-0,Granada,Starter,90,0,0,0,10
409,19-09-2012,UEFA Champions League,FC Barcelona,3-2,Spartak Moscow,Starter,90,2,0,0,10
408,15-09-2012,La Liga,Getafe,1-4,FC Barcelona,Substitute,32,2,0,0,10
407,12-09-2012,World Cup 2014 Qualification,Peru,1-1,Argentina,Starter,90,0,0,0,10
406,08-09-2012,World Cup 2014 Qualification,Argentina,3-1,Paraguay,Starter,90,1,0,0,10
405,02-09-2012,La Liga,FC Barcelona,1-0,Valencia,Starter,90,0,1,0,10
404,29-08-2012,Spanish Super Cup,Real Madrid,2-1,FC Barcelona,Starter,90,1,0,0,10
403,26-08-2012,La Liga,Osasuna,1-2,FC Barcelona,Starter,90,2,0,0,10
402,23-08-2012,Spanish Super Cup,FC Barcelona,3-2,Real Madrid,Starter,90,1,0,0,10
401,19-08-2012,La Liga,FC Barcelona,5-1,Real Sociedad,Starter,90,2,0,0,10
400,15-08-2012,International friendly,Germany,1-3,Argentina,Starter,90,1,0,0,10
399,09-06-2012,International friendly,Argentina,4-3,Brazil,Starter,90,3,0,0,10
398,03-06-2012,World Cup 2014 Qualification,Argentina,4-0,Ecuador,Starter,90,1,1,0,10
397,25-05-2012,Copa del Rey,Athletic de Bilbao,0-3,FC Barcelona,Starter,90,1,0,0,10
396,12-05-2012,La Liga,Real Betis,2-2,FC Barcelona,Starter,90,0,0,0,10
395,05-05-2012,La Liga,FC Barcelona,4-0,Espanyol,Starter,90,4,0,0,10
394,02-05-2012,La Liga,FC Barcelona,4-1,Málaga,Starter,90,3,0,0,10
393,29-04-2012,La Liga,Rayo Vallecano,0-7,FC Barcelona,Starter,90,2,2,0,10
392,24-04-2012,UEFA Champions League,FC Barcelona,2-2,Chelsea,Starter,90,0,1,1,10
391,21-04-2012,La Liga,FC Barcelona,1-2,Real Madrid,Starter,90,0,0,0,10
390,18-04-2012,UEFA Champions League,Chelsea,1-0,FC Barcelona,Starter,90,0,0,0,10
389,14-04-2012,La Liga,Levante,1-2,FC Barcelona,Starter,90,2,0,0,10
388,10-04-2012,La Liga,FC Barcelona,4-0,Getafe,Starter,90,1,2,1,10
387,07-04-2012,La Liga,Real Zaragoza,1-4,FC Barcelona,Starter,90,2,1,0,10
386,03-04-2012,UEFA Champions League,FC Barcelona,3-1,AC Milan,Starter,90,2,0,0,10
385,31-03-2012,La Liga,FC Barcelona,2-0,Athletic de Bilbao,Starter,90,1,1,0,10
384,28-03-2012,UEFA Champions League,AC Milan,0-0,FC Barcelona,Starter,90,0,0,0,10
383,24-03-2012,La Liga,Real Mallorca,0-2,FC Barcelona,Starter,90,1,0,0,10
382,20-03-2012,La Liga,FC Barcelona,5-3,Granada,Starter,90,3,1,0,10
381,17-03-2012,La Liga,Sevilla,0-2,FC Barcelona,Starter,90,1,0,0,10
380,11-03-2012,La Liga,Racing Santander,0-2,FC Barcelona,Starter,90,2,0,0,10
379,07-03-2012,UEFA Champions League,FC Barcelona,7-1,Bayer Leverkusen,Starter,90,5,0,0,10
378,29-02-2012,International friendly,Switzerland,1-3,Argentina,Starter,90,3,0,0,10
377,26-02-2012,La Liga,Atlético Madrid,1-2,FC Barcelona,Starter,90,1,0,1,10
376,19-02-2012,La Liga,FC Barcelona,5-1,Valencia,Starter,90,4,0,0,10
375,14-02-2012,UEFA Champions League,Bayer Leverkusen,1-3,FC Barcelona,Starter,90,1,1,0,10
374,11-02-2012,La Liga,Osasuna,3-2,FC Barcelona,Starter,90,0,0,0,10
373,08-02-2012,Copa del Rey,FC Barcelona,2-0,Valencia,Starter,90,0,1,0,10
372,04-02-2012,La Liga,FC Barcelona,2-1,Real Sociedad,Starter,90,1,1,0,10
371,01-02-2012,Copa del Rey,Valencia,1-1,FC Barcelona,Starter,90,0,0,0,10
370,28-01-2012,La Liga,Villarreal,0-0,FC Barcelona,Starter,90,0,0,0,10
369,25-01-2012,Copa del Rey,FC Barcelona,2-2,Real Madrid,Starter,90,0,1,1,10
368,22-01-2012,La Liga,Málaga,1-4,FC Barcelona,Starter,90,3,0,0,10
367,18-01-2012,Copa del Rey,Real Madrid,1-2,FC Barcelona,Starter,90,0,1,0,10
366,15-01-2012,La Liga,FC Barcelona,4-2,Real Betis,Starter,90,2,0,1,10
365,12-01-2012,Copa del Rey,Osasuna,1-2,FC Barcelona,Substitute,32,0,1,0,10
364,08-01-2012,La Liga,Espanyol,1-1,FC Barcelona,Starter,90,0,0,1,10
363,04-01-2012,Copa del Rey,FC Barcelona,4-0,Osasuna,Substitute,32,2,0,0,10
362,18-12-2011,FIFA Club World Cup,Santos,0-4,FC Barcelona,Starter,90,2,0,0,10
361,15-12-2011,FIFA Club World Cup,Al-Sadd,0-4,FC Barcelona,Starter,90,0,1,0,10
360,10-12-2011,La Liga,Real Madrid,1-3,FC Barcelona,Starter,90,0,1,1,10
359,03-12-2011,La Liga,FC Barcelona,5-0,Levante,Starter,90,1,1,0,10
358,29-11-2011,La Liga,FC Barcelona,4-0,Rayo Vallecano,Starter,90,1,0,0,10
357,26-11-2011,La Liga,Getafe,1-0,FC Barcelona,Starter,90,0,0,0,10
356,23-11-2011,UEFA Champions League,AC Milan,2-3,FC Barcelona,Starter,90,1,1,1,10
355,19-11-2011,La Liga,FC Barcelona,4-0,Real Zaragoza,Starter,90,1,0,0,10
354,15-11-2011,World Cup 2014 Qualification,Colombia,1-2,Argentina,Starter,90,1,0,0,10
353,11-11-2011,World Cup 2014 Qualification,Argentina,1-1,Bolivia,Starter,90,0,0,0,10
352,06-11-2011,La Liga,Athletic de Bilbao,2-2,FC Barcelona,Starter,90,1,0,0,10
351,01-11-2011,UEFA Champions League,Viktoria Plzen,0-4,FC Barcelona,Starter,90,3,0,0,10
350,29-10-2011,La Liga,FC Barcelona,5-0,Real Mallorca,Starter,90,3,1,0,10
349,25-10-2011,La Liga,Granada,0-1,FC Barcelona,Starter,90,0,0,0,10
348,22-10-2011,La Liga,FC Barcelona,0-0,Sevilla,Starter,90,0,0,0,10
347,19-10-2011,UEFA Champions League,FC Barcelona,2-0,Viktoria Plzen,Starter,90,0,2,0,10
346,15-10-2011,La Liga,FC Barcelona,3-0,Racing Santander,Starter,90,2,0,0,10
345,12-10-2011,World Cup 2014 Qualification,Venezuela,1-0,Argentina,Starter,90,0,0,0,10
344,08-10-2011,World Cup 2014 Qualification,Argentina,4-1,Chile,Starter,90,1,1,0,10
343,02-10-2011,La Liga,Sporting Gijón,0-1,FC Barcelona,Starter,90,0,0,0,10
342,28-09-2011,UEFA Champions League,BATE Borisov,0-5,FC Barcelona,Starter,90,2,0,0,10
341,24-09-2011,La Liga,FC Barcelona,5-0,Atlético Madrid,Starter,90,3,0,0,10
340,21-09-2011,La Liga,Valencia,2-2,FC Barcelona,Starter,90,0,2,0,10
339,17-09-2011,La Liga,FC Barcelona,8-0,Osasuna,Starter,90,3,2,0,10
338,13-09-2011,UEFA Champions League,FC Barcelona,2-2,AC Milan,Starter,90,0,1,0,10
337,10-09-2011,La Liga,Real Sociedad,2-2,FC Barcelona,Substitute,29,0,0,1,10
336,06-09-2011,International friendly,Argentina,3-1,Nigeria,Starter,90,0,1,0,10
335,02-09-2011,International friendly,Venezuela,0-1,Argentina,Starter,90,0,1,0,10
334,29-08-2011,La Liga,FC Barcelona,5-0,Villarreal,Starter,90,2,1,0,10
333,26-08-2011,UEFA European Super Cup,FC Barcelona,2-0,FC Porto,Starter,90,1,1,0,10
332,17-08-2011,Spanish Super Cup,FC Barcelona,3-2,Real Madrid,Starter,90,2,1,0,10
331,14-08-2011,Spanish Super Cup,Real Madrid,2-2,FC Barcelona,Starter,90,1,1,0,10
330,16-07-2011,Copa América 2011,Argentina,1-1,Uruguay,Starter,120,0,1,0,10
329,12-07-2011,Copa América 2011,Argentina,3-0,Costa Rica,Starter,90,0,2,0,10
328,07-07-2011,Copa América 2011,Argentina,0-0,Colombia,Starter,90,0,0,0,10
327,02-07-2011,Copa América 2011,Argentina,1-1,Bolivia,Starter,90,0,0,0,10
326,20-06-2011,International friendly,Argentina,4-0,Albania,Starter,90,1,2,0,10
325,28-05-2011,UEFA Champions League,FC Barcelona,3-1,Manchester United,Starter,90,1,0,0,10
324,11-05-2011,La Liga,Levante,1-1,FC Barcelona,Starter,90,0,0,0,10
323,08-05-2011,La Liga,FC Barcelona,2-0,Espanyol,Starter,90,0,0,0,10
322,03-05-2011,UEFA Champions League,FC Barcelona,1-1,Real Madrid,Starter,90,0,0,0,10
321,30-04-2011,La Liga,Real Sociedad,2-1,FC Barcelona,Starter,90,0,1,0,10
320,27-04-2011,UEFA Champions League,Real Madrid,0-2,FC Barcelona,Starter,90,2,0,0,10
319,23-04-2011,La Liga,FC Barcelona,2-0,Osasuna,Substitute,33,1,0,0,10
318,20-04-2011,Copa del Rey,FC Barcelona,0-1,Real Madrid,Starter,120,0,0,1,10
317,16-04-2011,La Liga,Real Madrid,1-1,FC Barcelona,Starter,90,1,0,0,10
316,12-04-2011,UEFA Champions League,Shakhtar Donetsk,0-1,FC Barcelona,Starter,90,1,0,0,10
315,09-04-2011,La Liga,FC Barcelona,3-1,UD Almería,Starter,90,2,1,0,10
314,06-04-2011,UEFA Champions League,FC Barcelona,5-1,Shakhtar Donetsk,Starter,90,0,1,0,10
313,02-04-2011,La Liga,Villarreal,0-1,FC Barcelona,Substitute,38,0,0,0,10
312,27-03-2011,International friendly,United States,1-1,Argentina,Starter,90,0,0,0,10
311,19-03-2011,La Liga,FC Barcelona,2-1,Getafe,Starter,90,0,1,0,10
310,13-03-2011,La Liga,Sevilla,1-1,FC Barcelona,Starter,90,0,0,0,10
309,08-03-2011,UEFA Champions League,FC Barcelona,3-1,Arsenal,Starter,90,2,0,0,10
308,05-03-2011,La Liga,FC Barcelona,1-0,Real Zaragoza,Starter,90,0,0,0,10
307,02-03-2011,La Liga,Valencia,0-1,FC Barcelona,Starter,90,1,0,1,10
306,26-02-2011,La Liga,Real Mallorca,0-3,FC Barcelona,Starter,90,1,0,0,10
305,20-02-2011,La Liga,FC Barcelona,2-1,Athletic de Bilbao,Starter,90,1,0,0,10
304,16-02-2011,UEFA Champions League,Arsenal,2-1,FC Barcelona,Starter,90,0,1,0,10
303,12-02-2011,La Liga,Sporting Gijón,1-1,FC Barcelona,Starter,90,0,1,0,10
302,09-02-2011,International friendly,Argentina,2-1,Portugal,Starter,90,1,1,0,10
301,05-02-2011,La Liga,FC Barcelona,3-0,Atlético Madrid,Starter,90,3,0,1,10
300,29-01-2011,La Liga,Hercules Alicante,0-3,FC Barcelona,Starter,90,2,0,0,10
299,26-01-2011,Copa del Rey,FC Barcelona,5-0,UD Almería,Starter,90,2,1,0,10
298,22-01-2011,La Liga,FC Barcelona,3-0,Racing Santander,Starter,90,1,1,1,10
297,19-01-2011,Copa del Rey,Real Betis,3-1,FC Barcelona,Starter,90,1,0,0,10
296,16-01-2011,La Liga,FC Barcelona,4-1,Málaga,Starter,90,0,1,0,10
295,12-01-2011,Copa del Rey,FC Barcelona,5-0,Real Betis,Starter,85,3,0,0,10
294,08-01-2011,La Liga,Deportivo La Coruña,0-4,FC Barcelona,Starter,90,1,2,0,10
293,05-01-2011,Copa del Rey,Athletic de Bilbao,1-1,FC Barcelona,Starter,90,0,1,0,10
292,21-12-2010,Copa del Rey,FC Barcelona,0-0,Athletic de Bilbao,Substitute,38,0,0,0,10
291,18-12-2010,La Liga,Espanyol,1-5,FC Barcelona,Starter,90,0,2,0,10
290,12-12-2010,La Liga,FC Barcelona,5-0,Real Sociedad,Starter,90,2,0,0,10
289,07-12-2010,UEFA Champions League,FC Barcelona,2-0,Rubin Kazan,Substitute,28,0,0,0,10
288,04-12-2010,La Liga,Osasuna,0-3,FC Barcelona,Starter,90,2,1,0,10
287,29-11-2010,La Liga,FC Barcelona,5-0,Real Madrid,Starter,90,0,2,1,10
286,24-11-2010,UEFA Champions League,Panathinaikos,0-3,FC Barcelona,Starter,90,1,0,0,10
285,20-11-2010,La Liga,UD Almería,0-8,FC Barcelona,Starter,90,3,2,0,10
284,17-11-2010,International friendly,Argentina,1-0,Brazil,Starter,90,1,0,1,10
283,13-11-2010,La Liga,FC Barcelona,3-1,Villarreal,Starter,90,2,0,0,10
282,10-11-2010,Copa del Rey,FC Barcelona,5-1,AD Ceuta,Substitute,30,1,0,0,10
281,07-11-2010,La Liga,Getafe,1-3,FC Barcelona,Starter,90,1,1,0,10
280,02-11-2010,UEFA Champions League,FC Copenhagen,1-1,FC Barcelona,Starter,90,1,0,0,10
279,30-10-2010,La Liga,FC Barcelona,5-0,Sevilla,Starter,90,2,1,0,10
278,23-10-2010,La Liga,Real Zaragoza,0-2,FC Barcelona,Starter,90,2,0,0,10
277,20-10-2010,UEFA Champions League,FC Barcelona,2-0,FC Copenhagen,Starter,90,2,0,0,10
276,16-10-2010,La Liga,FC Barcelona,2-1,Valencia,Starter,90,0,0,0,10
275,08-10-2010,International friendly,Japan,1-0,Argentina,Starter,90,0,0,0,10
274,03-10-2010,La Liga,FC Barcelona,1-1,Real Mallorca,Starter,90,1,0,0,10
273,29-09-2010,UEFA Champions League,Rubin Kazan,1-1,FC Barcelona,Substitute,30,0,0,0,10
272,19-09-2010,La Liga,Atlético Madrid,1-2,FC Barcelona,Starter,90,1,1,0,10
271,14-09-2010,UEFA Champions League,FC Barcelona,5-1,Panathinaikos,Starter,90,2,1,0,10
270,11-09-2010,La Liga,FC Barcelona,0-2,Hercules Alicante,Starter,90,0,0,0,10
269,07-09-2010,International friendly,Argentina,4-1,Spain,Starter,89,1,0,0,10
268,29-08-2010,La Liga,Racing Santander,0-3,FC Barcelona,Starter,90,1,0,0,10
267,21-08-2010,Spanish Super Cup,FC Barcelona,4-0,Sevilla,Starter,90,3,0,0,10
266,14-08-2010,Spanish Super Cup,Sevilla,3-1,FC Barcelona,Substitute,38,0,0,0,10
265,11-08-2010,International friendly,Republic of Ireland,0-1,Argentina,Starter,57,0,0,0,10
264,03-07-2010,World Cup 2010,Argentina,0-4,Germany,Starter,90,0,0,0,10
263,27-06-2010,World Cup 2010,Argentina,3-1,Mexico,Starter,90,0,1,0,10
262,22-06-2010,World Cup 2010,Greece,0-2,Argentina,Starter,90,0,0,0,10
261,17-06-2010,World Cup 2010,Argentina,4-1,Korea Republic,Starter,90,0,0,0,10
260,12-06-2010,World Cup 2010,Argentina,1-0,Nigeria,Starter,90,0,0,0,10
259,16-05-2010,La Liga,FC Barcelona,4-0,Real Valladolid,Starter,90,2,1,0,10
258,08-05-2010,La Liga,Sevilla,2-3,FC Barcelona,Starter,90,1,0,0,10
257,04-05-2010,La Liga,FC Barcelona,4-1,Tenerife,Starter,90,2,0,0,10
