Game,Date,Competition,Home team,Result,Away team,Lineup,Minutes,Goals,Assists,Cards,Jersey
256,01-05-2010,La Liga,Villarreal,1-4,FC Barcelona,Starter,89,2,0,0,10
255,28-04-2010,UEFA Champions League,FC Barcelona,1-0,Internazionale,Starter,90,0,0,0,10
254,24-04-2010,La Liga,FC Barcelona,3-1,Xerez,Substitute,39,0,0,0,10
253,20-04-2010,UEFA Champions League,Internazionale,3-1,FC Barcelona,Starter,90,0,0,0,10
252,17-04-2010,La Liga,Espanyol,0-0,FC Barcelona,Starter,90,0,0,0,10
251,14-04-2010,La Liga,FC Barcelona,3-0,Deportivo La Coruña,Starter,90,0,0,0,10
250,10-04-2010,La Liga,Real Madrid,0-2,FC Barcelona,Starter,90,1,0,1,10
249,06-04-2010,UEFA Champions League,FC Barcelona,4-1,Arsenal,Starter,90,4,0,0,10
248,03-04-2010,La Liga,FC Barcelona,4-1,Athletic de Bilbao,Starter,90,1,0,0,10
247,31-03-2010,UEFA Champions League,Arsenal,2-2,FC Barcelona,Starter,86,0,0,0,10
246,27-03-2010,La Liga,Real Mallorca,0-1,FC Barcelona,Substitute,40,0,0,0,10
245,24-03-2010,La Liga,FC Barcelona,2-0,Osasuna,Starter,90,0,0,1,10
244,21-03-2010,La Liga,Real Zaragoza,2-4,FC Barcelona,Starter,90,3,0,0,10
243,17-03-2010,UEFA Champions League,FC Barcelona,4-0,VfB Stuttgart,Starter,90,2,0,0,10
242,14-03-2010,La Liga,FC Barcelona,3-0,Valencia,Starter,87,3,0,0,10
241,06-03-2010,La Liga,UD Almería,2-2,FC Barcelona,Starter,90,2,0,0,10
240,03-03-2010,International friendly,Germany,0-1,Argentina,Starter,90,0,0,1,10
239,27-02-2010,La Liga,FC Barcelona,2-1,Málaga,Starter,90,1,0,0,10
238,23-02-2010,UEFA Champions League,VfB Stuttgart,1-1,FC Barcelona,Starter,90,0,0,0,10
237,20-02-2010,La Liga,FC Barcelona,4-0,Racing Santander,Starter,90,0,1,0,10
236,14-02-2010,La Liga,Atlético Madrid,2-1,FC Barcelona,Starter,90,0,0,0,10
235,06-02-2010,La Liga,FC Barcelona,2-1,Getafe,Starter,90,1,1,0,10
234,30-01-2010,La Liga,Sporting Gijón,0-1,FC Barcelona,Starter,90,0,0,1,10
233,23-01-2010,La Liga,Real Valladolid,0-3,FC Barcelona,Starter,90,1,1,0,10
232,16-01-2010,La Liga,FC Barcelona,4-0,Sevilla,Starter,90,2,0,0,10
231,13-01-2010,Copa del Rey,Sevilla,0-1,FC Barcelona,Starter,90,0,0,1,10
230,10-01-2010,La Liga,Tenerife,0-5,FC Barcelona,Starter,90,3,1,0,10
229,05-01-2010,Copa del Rey,FC Barcelona,1-2,Sevilla,Starter,90,0,0,0,10
228,19-12-2009,FIFA Club World Cup,Estudiantes La Plata,1-2,FC Barcelona,Starter,120,1,0,1,10
227,16-12-2009,FIFA Club World Cup,Atlante,1-3,FC Barcelona,Substitute,38,1,0,0,10
226,09-12-2009,UEFA Champions League,Dynamo Kyiv,1-2,FC Barcelona,Starter,90,1,0,0,10
225,05-12-2009,La Liga,Deportivo La Coruña,1-3,FC Barcelona,Starter,90,2,0,0,10
224,02-12-2009,La Liga,Xerez,0-2,FC Barcelona,Substitute,36,0,1,0,10
223,29-11-2009,La Liga,FC Barcelona,1-0,Real Madrid,Starter,90,0,0,0,10
222,21-11-2009,La Liga,Athletic de Bilbao,1-1,FC Barcelona,Starter,75,0,0,0,10
221,14-11-2009,International friendly,Spain,2-1,Argentina,Starter,83,1,0,0,10
220,10-11-2009,Copa del Rey,FC Barcelona,5-0,Cultural Leonesa,Substitute,30,1,0,0,10
219,07-11-2009,La Liga,FC Barcelona,4-2,Real Mallorca,Substitute,40,1,0,0,10
218,04-11-2009,UEFA Champions League,Rubin Kazan,0-0,FC Barcelona,Starter,90,0,0,0,10
217,31-10-2009,La Liga,Osasuna,1-1,FC Barcelona,Starter,90,0,0,0,10
216,25-10-2009,La Liga,FC Barcelona,6-1,Real Zaragoza,Starter,90,1,1,0,10
215,20-10-2009,UEFA Champions League,FC Barcelona,1-2,Rubin Kazan,Starter,90,0,0,0,10
214,17-10-2009,La Liga,Valencia,0-0,FC Barcelona,Starter,90,0,0,0,10
213,15-10-2009,World Cup 2010 Qualification,Uruguay,0-1,Argentina,Starter,86,0,0,0,10
212,11-10-2009,World Cup 2010 Qualification,Argentina,2-1,Peru,Starter,90,0,0,0,10
211,03-10-2009,La Liga,FC Barcelona,1-0,UD Almería,Starter,90,0,0,0,10
210,29-09-2009,UEFA Champions League,FC Barcelona,2-0,Dynamo Kyiv,Starter,90,1,0,0,10
209,26-09-2009,La Liga,Málaga,0-2,FC Barcelona,Starter,90,0,1,0,10
208,22-09-2009,La Liga,Racing Santander,1-4,FC Barcelona,Starter,63,2,1,0,10
207,19-09-2009,La Liga,FC Barcelona,5-2,Atlético Madrid,Starter,90,2,1,0,10
206,16-09-2009,UEFA Champions League,Internazionale,0-0,FC Barcelona,Starter,90,0,0,0,10
205,12-09-2009,La Liga,Getafe,0-2,FC Barcelona,Substitute,33,1,0,0,10
204,10-09-2009,World Cup 2010 Qualification,Paraguay,1-0,Argentina,Starter,90,0,0,0,10
203,06-09-2009,World Cup 2010 Qualification,Argentina,1-3,Brazil,Starter,90,0,0,0,10
202,28-08-2009,UEFA European Super Cup,FC Barcelona,1-0,Shakhtar Donetsk,Starter,120,0,1,1,10
201,23-08-2009,Spanish Super Cup,FC Barcelona,3-0,Athletic de Bilbao,Starter,90,2,0,0,10
200,10-06-2009,World Cup 2010 Qualification,Ecuador,2-0,Argentina,Starter,90,0,0,0,10
199,06-06-2009,World Cup 2010 Qualification,Argentina,1-0,Colombia,Starter,90,0,0,0,10
198,27-05-2009,UEFA Champions League,FC Barcelona,2-0,Manchester United,Starter,90,1,0,0,10
197,13-05-2009,Copa del Rey,Athletic de Bilbao,1-4,FC Barcelona,Starter,90,1,1,1,10
196,10-05-2009,La Liga,FC Barcelona,3-3,Villarreal,Starter,89,0,0,0,10
195,06-05-2009,UEFA Champions League,Chelsea,1-1,FC Barcelona,Starter,90,0,1,0,10
194,02-05-2009,La Liga,Real Madrid,2-6,FC Barcelona,Starter,90,2,1,0,10
193,28-04-2009,UEFA Champions League,FC Barcelona,0-0,Chelsea,Starter,90,0,0,0,10
192,25-04-2009,La Liga,Valencia,2-2,FC Barcelona,Starter,90,1,0,0,10
191,18-04-2009,La Liga,Getafe,0-1,FC Barcelona,Starter,90,1,0,0,10
190,14-04-2009,UEFA Champions League,Bayern München,1-1,FC Barcelona,Starter,90,0,0,0,10
189,11-04-2009,La Liga,FC Barcelona,2-0,Recreativo Huelva,Starter,90,0,0,0,10
188,08-04-2009,UEFA Champions League,FC Barcelona,4-0,Bayern München,Starter,90,2,1,1,10
187,04-04-2009,La Liga,Real Valladolid,0-1,FC Barcelona,Substitute,32,0,0,0,10
186,01-04-2009,World Cup 2010 Qualification,Bolivia,6-1,Argentina,Starter,90,0,0,0,10
185,28-03-2009,World Cup 2010 Qualification,Argentina,4-0,Venezuela,Starter,90,1,1,0,10
184,22-03-2009,La Liga,FC Barcelona,6-0,Málaga,Starter,90,1,0,0,10
183,15-03-2009,La Liga,UD Almería,0-2,FC Barcelona,Starter,90,0,0,0,10
182,11-03-2009,UEFA Champions League,FC Barcelona,5-2,Olympique Lyonnais,Starter,90,1,0,0,10
181,07-03-2009,La Liga,FC Barcelona,2-0,Athletic de Bilbao,Starter,90,1,0,0,10
180,04-03-2009,Copa del Rey,Real Mallorca,1-1,FC Barcelona,Substitute,33,1,0,0,10
179,01-03-2009,La Liga,Atlético Madrid,4-3,FC Barcelona,Starter,90,1,0,1,10
178,24-02-2009,UEFA Champions League,Olympique Lyonnais,1-1,FC Barcelona,Starter,90,0,0,0,10
177,21-02-2009,La Liga,FC Barcelona,1-2,Espanyol,Starter,90,0,0,0,10
176,14-02-2009,La Liga,Real Betis,2-2,FC Barcelona,Substitute,34,0,0,0,10
175,11-02-2009,International friendly,France,0-2,Argentina,Starter,90,1,0,0,18
174,08-02-2009,La Liga,FC Barcelona,3-1,Sporting Gijón,Starter,90,0,2,0,10
173,05-02-2009,Copa del Rey,FC Barcelona,2-0,Real Mallorca,Substitute,36,0,0,0,10
172,01-02-2009,La Liga,Racing Santander,1-2,FC Barcelona,Substitute,32,2,0,0,10
171,29-01-2009,Copa del Rey,FC Barcelona,3-2,Espanyol,Starter,90,0,0,0,10
170,24-01-2009,La Liga,FC Barcelona,4-1,Numancia,Starter,90,2,1,0,10
169,21-01-2009,Copa del Rey,Espanyol,0-0,FC Barcelona,Substitute,16,0,0,0,10
168,17-01-2009,La Liga,FC Barcelona,5-0,Deportivo La Coruña,Starter,90,1,0,0,10
167,14-01-2009,Copa del Rey,FC Barcelona,2-1,Atlético Madrid,Substitute,19,0,0,0,10
166,11-01-2009,La Liga,Osasuna,2-3,FC Barcelona,Starter,90,1,1,0,10
165,06-01-2009,Copa del Rey,Atlético Madrid,1-3,FC Barcelona,Starter,80,3,0,0,10
164,21-12-2008,La Liga,Villarreal,1-2,FC Barcelona,Starter,90,0,0,0,10
163,13-12-2008,La Liga,FC Barcelona,2-0,Real Madrid,Starter,90,1,0,1,10
162,06-12-2008,La Liga,FC Barcelona,4-0,Valencia,Starter,81,0,0,0,10
161,29-11-2008,La Liga,Sevilla,0-3,FC Barcelona,Starter,90,2,0,0,10
160,26-11-2008,UEFA Champions League,Sporting Lisbon,2-5,FC Barcelona,Starter,56,1,1,0,10
159,16-11-2008,La Liga,Recreativo Huelva,0-2,FC Barcelona,Starter,90,1,0,0,10
158,12-11-2008,Copa del Rey,FC Barcelona,1-0,Benidorm,Starter,87,1,0,0,10
157,08-11-2008,La Liga,FC Barcelona,6-0,Real Valladolid,Starter,90,0,1,0,10
156,04-11-2008,UEFA Champions League,FC Barcelona,1-1,FC Basel,Substitute,31,1,0,0,10
155,01-11-2008,La Liga,Málaga,1-4,FC Barcelona,Starter,78,1,0,0,10
154,25-10-2008,La Liga,FC Barcelona,5-0,UD Almería,Starter,90,0,2,0,10
153,22-10-2008,UEFA Champions League,FC Basel,0-5,FC Barcelona,Starter,90,1,2,0,10
152,16-10-2008,World Cup 2010 Qualification,Chile,1-0,Argentina,Starter,90,0,0,0,18
151,11-10-2008,World Cup 2010 Qualification,Argentina,2-1,Uruguay,Starter,87,1,0,1,18
150,04-10-2008,La Liga,FC Barcelona,6-1,Atlético Madrid,Starter,69,1,0,0,10
149,01-10-2008,UEFA Champions League,Shakhtar Donetsk,1-2,FC Barcelona,Substitute,31,2,0,0,10
148,27-09-2008,La Liga,Espanyol,1-2,FC Barcelona,Starter,90,1,0,0,10
147,24-09-2008,La Liga,FC Barcelona,3-2,Real Betis,Starter,90,0,2,0,10
146,21-09-2008,La Liga,Sporting Gijón,1-6,FC Barcelona,Starter,90,2,1,0,10
145,16-09-2008,UEFA Champions League,FC Barcelona,3-1,Sporting Lisbon,Starter,90,0,0,0,10
144,13-09-2008,La Liga,FC Barcelona,1-1,Racing Santander,Substitute,32,1,0,0,10
143,11-09-2008,World Cup 2010 Qualification,Peru,1-1,Argentina,Starter,90,0,0,0,18
142,06-09-2008,World Cup 2010 Qualification,Argentina,1-1,Paraguay,Starter,90,0,1,0,18
141,31-08-2008,La Liga,Numancia,1-0,FC Barcelona,Starter,90,0,0,0,10
140,19-06-2008,World Cup 2010 Qualification,Brazil,0-0,Argentina,Starter,89,0,0,0,18
139,15-06-2008,World Cup 2010 Qualification,Argentina,1-1,Ecuador,Starter,90,0,0,0,18
138,09-06-2008,International friendly,United States,0-0,Argentina,Starter,45,0,0,0,18
137,05-06-2008,International friendly,Mexico,1-4,Argentina,Starter,84,1,1,1,18
136,17-05-2008,La Liga,Real Murcia,3-5,FC Barcelona,Starter,90,0,2,0,19
135,11-05-2008,La Liga,FC Barcelona,2-3,Real Mallorca,Starter,61,0,0,0,19
134,07-05-2008,La Liga,Real Madrid,4-1,FC Barcelona,Starter,90,0,1,0,19
133,04-05-2008,La Liga,FC Barcelona,6-0,Valencia,Starter,90,1,1,0,19
132,29-04-2008,UEFA Champions League,Manchester United,1-0,FC Barcelona,Starter,90,0,0,0,19
131,23-04-2008,UEFA Champions League,FC Barcelona,0-0,Manchester United,Starter,61,0,0,0,19
130,19-04-2008,La Liga,FC Barcelona,0-0,Espanyol,Substitute,45,0,0,1,19
129,12-04-2008,La Liga,Recreativo Huelva,2-2,FC Barcelona,Substitute,26,0,0,0,19
128,04-03-2008,UEFA Champions League,FC Barcelona,1-0,Celtic,Starter,37,0,0,0,19
127,01-03-2008,La Liga,Atlético Madrid,4-2,FC Barcelona,Substitute,34,0,0,0,19
126,27-02-2008,Copa del Rey,FC Barcelona,1-1,Valencia,Starter,90,0,0,1,19
125,24-02-2008,La Liga,FC Barcelona,5-1,Levante,Starter,80,1,2,0,19
124,20-02-2008,UEFA Champions League,Celtic,2-3,FC Barcelona,Starter,90,2,0,0,19
123,16-02-2008,La Liga,Real Zaragoza,1-2,FC Barcelona,Starter,79,0,0,0,19
122,09-02-2008,La Liga,Sevilla,1-1,FC Barcelona,Starter,90,0,1,1,19
121,03-02-2008,La Liga,FC Barcelona,1-0,Osasuna,Starter,67,0,0,0,19
120,31-01-2008,Copa del Rey,FC Barcelona,1-0,Villarreal,Starter,90,0,0,0,19
119,27-01-2008,La Liga,Athletic de Bilbao,1-1,FC Barcelona,Starter,90,0,0,0,19
118,24-01-2008,Copa del Rey,Villarreal,0-0,FC Barcelona,Substitute,45,0,0,1,19
117,20-01-2008,La Liga,FC Barcelona,1-0,Racing Santander,Substitute,25,0,0,0,19
116,15-12-2007,La Liga,Valencia,0-3,FC Barcelona,Starter,44,0,2,0,19
115,09-12-2007,La Liga,FC Barcelona,2-1,Deportivo La Coruña,Starter,90,0,0,0,19
114,01-12-2007,La Liga,Espanyol,1-1,FC Barcelona,Starter,90,0,1,0,19
113,27-11-2007,UEFA Champions League,Olympique Lyonnais,2-2,FC Barcelona,Starter,90,1,0,1,19
112,24-11-2007,La Liga,FC Barcelona,3-0,Recreativo Huelva,Starter,90,1,0,0,19
111,21-11-2007,World Cup 2010 Qualification,Colombia,2-1,Argentina,Starter,90,1,0,0,18
110,17-11-2007,World Cup 2010 Qualification,Argentina,3-0,Bolivia,Starter,90,0,1,0,18
109,10-11-2007,La Liga,Getafe,2-0,FC Barcelona,Starter,71,0,0,0,19
108,07-11-2007,UEFA Champions League,FC Barcelona,2-0,Glasgow Rangers,Starter,90,1,1,0,19
107,04-11-2007,La Liga,FC Barcelona,3-0,Real Betis,Starter,90,0,0,0,19
106,01-11-2007,La Liga,Real Valladolid,1-1,FC Barcelona,Starter,90,0,0,0,19
105,28-10-2007,La Liga,FC Barcelona,2-0,UD Almería,Substitute,16,1,0,0,19
104,23-10-2007,UEFA Champions League,Glasgow Rangers,0-0,FC Barcelona,Starter,90,0,0,0,19
103,20-10-2007,La Liga,Villarreal,3-1,FC Barcelona,Starter,90,0,1,0,19
102,17-10-2007,World Cup 2010 Qualification,Venezuela,0-2,Argentina,Starter,90,1,0,0,18
101,13-10-2007,World Cup 2010 Qualification,Argentina,2-0,Chile,Starter,83,0,0,0,18
100,07-10-2007,La Liga,FC Barcelona,3-0,Atlético Madrid,Starter,90,1,0,0,19
99,02-10-2007,UEFA Champions League,VfB Stuttgart,0-2,FC Barcelona,Starter,90,1,0,1,19
98,29-09-2007,La Liga,Levante,1-4,FC Barcelona,Starter,51,1,1,0,19
97,26-09-2007,La Liga,FC Barcelona,4-1,Real Zaragoza,Starter,82,2,0,0,19
96,22-09-2007,La Liga,FC Barcelona,2-1,Sevilla,Starter,88,2,0,0,19
95,19-09-2007,UEFA Champions League,FC Barcelona,3-0,Olympique Lyonnais,Starter,87,1,0,0,19
94,11-09-2007,International friendly,Australia,0-1,Argentina,Starter,89,0,1,0,19
93,02-09-2007,La Liga,FC Barcelona,3-1,Athletic de Bilbao,Starter,90,0,0,0,19
92,26-08-2007,La Liga,Racing Santander,0-0,FC Barcelona,Starter,61,0,0,0,19
91,22-08-2007,International friendly,Norway,2-1,Argentina,Starter,90,0,0,0,19
90,15-07-2007,Copa América 2007,Brazil,3-0,Argentina,Starter,90,0,0,0,18
89,12-07-2007,Copa América 2007,Mexico,0-3,Argentina,Starter,90,1,0,1,18
88,09-07-2007,Copa América 2007,Argentina,4-0,Peru,Starter,90,1,0,0,18
87,06-07-2007,Copa América 2007,Argentina,1-0,Paraguay,Substitute,24,0,0,0,18
86,03-07-2007,Copa América 2007,Argentina,4-2,Colombia,Starter,83,0,0,0,18
85,29-06-2007,Copa América 2007,Argentina,4-1,United States,Starter,78,0,1,0,18
84,17-06-2007,La Liga,Gimnàstic,1-5,FC Barcelona,Starter,81,2,1,0,19
83,09-06-2007,La Liga,FC Barcelona,2-2,Espanyol,Starter,90,2,0,0,19
82,05-06-2007,International friendly,Argentina,4-3,Algeria,Starter,90,2,0,0,18
81,02-06-2007,International friendly,Switzerland,1-1,Argentina,Starter,88,0,1,0,18
80,26-05-2007,La Liga,FC Barcelona,1-0,Getafe,Starter,89,0,0,0,19
79,20-05-2007,La Liga,Atlético Madrid,0-6,FC Barcelona,Starter,90,2,0,0,19
78,13-05-2007,La Liga,FC Barcelona,1-1,Real Betis,Starter,74,0,0,0,19
77,05-05-2007,La Liga,Real Sociedad,0-2,FC Barcelona,Starter,89,0,0,0,19
76,29-04-2007,La Liga,FC Barcelona,1-0,Levante,Starter,90,0,0,0,19
75,22-04-2007,La Liga,Villarreal,2-0,FC Barcelona,Starter,90,0,0,0,19
74,18-04-2007,Copa del Rey,FC Barcelona,5-2,Getafe,Starter,76,2,1,0,19
73,15-04-2007,La Liga,FC Barcelona,1-0,Real Mallorca,Starter,90,0,0,0,19
72,07-04-2007,La Liga,Real Zaragoza,1-0,FC Barcelona,Starter,90,0,0,1,19
71,31-03-2007,La Liga,FC Barcelona,2-1,Deportivo La Coruña,Starter,84,1,0,0,19
70,17-03-2007,La Liga,Recreativo Huelva,0-4,FC Barcelona,Starter,90,1,0,0,19
69,10-03-2007,La Liga,FC Barcelona,3-3,Real Madrid,Starter,90,3,0,0,19
68,06-03-2007,UEFA Champions League,Liverpool,0-1,FC Barcelona,Starter,90,0,0,0,19
67,03-03-2007,La Liga,Sevilla,2-1,FC Barcelona,Starter,70,0,0,0,19
66,28-02-2007,Copa del Rey,Real Zaragoza,1-2,FC Barcelona,Starter,90,0,0,1,19
65,25-02-2007,La Liga,FC Barcelona,3-0,Athletic de Bilbao,Substitute,24,0,0,0,19
64,21-02-2007,UEFA Champions League,FC Barcelona,1-2,Liverpool,Starter,90,0,0,0,19
63,18-02-2007,La Liga,Valencia,2-1,FC Barcelona,Substitute,35,0,0,0,19
62,11-02-2007,La Liga,FC Barcelona,2-0,Racing Santander,Substitute,23,0,0,0,19
61,12-11-2006,La Liga,FC Barcelona,3-1,Real Zaragoza,Starter,22,0,0,0,19
60,04-11-2006,La Liga,Deportivo La Coruña,1-1,FC Barcelona,Starter,90,0,0,0,19
59,31-10-2006,UEFA Champions League,FC Barcelona,2-2,Chelsea,Starter,90,0,0,1,19
58,22-10-2006,La Liga,Real Madrid,2-0,FC Barcelona,Starter,90,0,0,0,19
57,18-10-2006,UEFA Champions League,Chelsea,1-0,FC Barcelona,Starter,90,0,0,0,19
56,15-10-2006,La Liga,FC Barcelona,3-1,Sevilla,Starter,90,1,0,0,19
55,11-10-2006,International friendly,Spain,2-1,Argentina,Starter,61,0,0,0,19
54,30-09-2006,La Liga,Athletic de Bilbao,1-3,FC Barcelona,Starter,90,0,0,1,19
53,27-09-2006,UEFA Champions League,Werder Bremen,1-1,FC Barcelona,Substitute,26,1,0,0,19
52,24-09-2006,La Liga,FC Barcelona,1-1,Valencia,Starter,84,0,0,0,19
51,17-09-2006,La Liga,Racing Santander,0-3,FC Barcelona,Starter,64,0,0,0,19
50,09-09-2006,La Liga,FC Barcelona,3-0,Osasuna,Starter,90,1,0,0,19
49,03-09-2006,International friendly,Brazil,3-0,Argentina,Starter,90,0,0,0,19
48,28-08-2006,La Liga,Celta de Vigo,2-3,FC Barcelona,Starter,90,1,1,0,19
47,25-08-2006,UEFA European Super Cup,FC Barcelona,0-3,Sevilla,Starter,90,0,0,0,19
46,20-08-2006,Spanish Super Cup,FC Barcelona,3-0,Espanyol,Starter,90,0,0,0,19
45,17-08-2006,Spanish Super Cup,Espanyol,0-1,FC Barcelona,Substitute,31,0,0,0,19
44,24-06-2006,World Cup 2006,Argentina,2-1,Mexico,Substitute,37,0,0,0,19
43,21-06-2006,World Cup 2006,Netherlands,0-0,Argentina,Starter,69,0,0,0,19
42,16-06-2006,World Cup 2006,Argentina,6-0,Serbia and Montenegro,Substitute,16,1,1,0,19
41,30-05-2006,International friendly,Argentina,2-0,Angola,Substitute,27,0,0,0,19
40,07-03-2006,UEFA Champions League,FC Barcelona,1-1,Chelsea,Starter,24,0,0,0,30
39,01-03-2006,International friendly,Croatia,3-2,Argentina,Starter,90,1,1,0,19
38,25-02-2006,La Liga,Real Zaragoza,0-2,FC Barcelona,Starter,69,0,0,0,30
37,22-02-2006,UEFA Champions League,Chelsea,1-2,FC Barcelona,Starter,90,0,0,0,30
36,18-02-2006,La Liga,FC Barcelona,5-1,Real Betis,Substitute,14,1,0,0,19
35,05-02-2006,La Liga,FC Barcelona,1-3,Atlético Madrid,Starter,45,0,0,0,30
34,01-02-2006,Copa del Rey,FC Barcelona,2-1,Real Zaragoza,Starter,90,1,0,0,30
33,29-01-2006,La Liga,Real Mallorca,0-3,FC Barcelona,Substitute,19,2,0,0,30
32,26-01-2006,Copa del Rey,Real Zaragoza,4-2,FC Barcelona,Starter,90,0,0,0,30
31,22-01-2006,La Liga,FC Barcelona,2-0,Alavés,Substitute,19,1,0,0,30
30,15-01-2006,La Liga,FC Barcelona,2-1,Athletic de Bilbao,Starter,82,1,0,0,30
29,07-01-2006,La Liga,Espanyol,1-2,FC Barcelona,Starter,77,0,0,0,30
28,20-12-2005,La Liga,FC Barcelona,2-0,Celta de Vigo,Starter,66,0,0,0,30
27,17-12-2005,La Liga,Cádiz,1-3,FC Barcelona,Starter,81,0,1,0,30
26,11-12-2005,La Liga,FC Barcelona,2-1,Sevilla,Starter,62,0,0,1,30
25,04-12-2005,La Liga,Villarreal,0-2,FC Barcelona,Starter,80,0,0,0,30
24,27-11-2005,La Liga,FC Barcelona,4-1,Racing Santander,Starter,66,1,0,0,30
23,19-11-2005,La Liga,Real Madrid,0-3,FC Barcelona,Starter,69,0,1,0,30
22,16-11-2005,International friendly,Qatar,0-3,Argentina,Starter,80,0,1,0,18
21,06-11-2005,La Liga,Getafe,1-3,FC Barcelona,Substitute,22,0,0,0,30
20,02-11-2005,UEFA Champions League,FC Barcelona,5-0,Panathinaikos,Starter,90,1,1,0,30
19,26-10-2005,La Liga,FC Barcelona,2-0,Málaga,Substitute,29,0,0,0,30
18,22-10-2005,La Liga,FC Barcelona,3-0,Osasuna,Starter,90,0,0,1,30
17,18-10-2005,UEFA Champions League,Panathinaikos,0-0,FC Barcelona,Substitute,24,0,0,0,30
16,12-10-2005,World Cup 2006 Qualification,Uruguay,1-0,Argentina,Substitute,11,0,0,0,19
15,10-10-2005,World Cup 2006 Qualification,Argentina,2-0,Peru,Starter,90,0,0,0,19
14,01-10-2005,La Liga,FC Barcelona,2-2,Real Zaragoza,Substitute,25,0,0,0,30
13,27-09-2005,UEFA Champions League,FC Barcelona,4-1,Udinese,Starter,69,0,0,0,30
12,14-09-2005,UEFA Champions League,Werder Bremen,0-2,FC Barcelona,Substitute,25,0,0,0,30
11,03-09-2005,World Cup 2006 Qualification,Paraguay,1-0,Argentina,Substitute,10,0,0,0,18
10,17-08-2005,International friendly,Hungary,1-2,Argentina,Substitute,2,0,0,1,18
9,01-05-2005,La Liga,FC Barcelona,2-0,Albacete,Substitute,3,1,0,0,30
8,17-04-2005,La Liga,FC Barcelona,2-0,Getafe,Substitute,5,0,0,0,30
7,21-12-2004,La Liga,FC Barcelona,2-1,Levante,Substitute,33,0,0,0,30
6,11-12-2004,La Liga,Albacete,1-2,FC Barcelona,Substitute,1,0,0,0,30
5,07-12-2004,UEFA Champions League,Shakhtar Donetsk,2-0,FC Barcelona,Starter,90,0,0,0,30
4,04-12-2004,La Liga,FC Barcelona,4-0,Málaga,Substitute,8,0,0,0,30
3,27-10-2004,Copa del Rey,Gramenet,1-0,FC Barcelona,Starter,72,0,0,0,30
2,24-10-2004,La Liga,FC Barcelona,3-0,Osasuna,Substitute,18,0,0,0,30
1,16-10-2004,La Liga,Espanyol,0-1,FC Barcelona,Substitute,7,0,0,0,30
